UNIVERSITY,CAMPUS,COLLEGE,COURSES,MAJOR,RIASEC CODE,PRIMARY TAG,SECONDARY TAG,TERTIARY TAG
Nueva Ecija University of Science and Technology,General Tinio,College of Arts and Sciences,Bachelor Science in Biology,,IRC,I,R,C
Nueva Ecija University of Science and Technology,General Tinio,College of Arts and Sciences,Bachelor Science in Food Technology,,IRS,I,R,S
Nueva Ecija University of Science and Technology,General Tinio,College of Arts and Sciences,Bachelor Science in Psychology,,SIA,S,I,A
Nueva Ecija University of Science and Technology,General Tinio,College of Arts and Sciences,Bachelor of Science in Chemistry,,IRC,I,R,C
Nueva Ecija University of Science and Technology,General Tinio,College of Arts and Sciences,Bachelor of Science in Environmental Science,Pollution Control and Waste Management,ECS,E,C,S
Nueva Ecija University of Science and Technology,General Tinio,College of Industrial Technology,Bachelor of Industrial Technology,Apparel and Fashion Technology,RCI,R,C,I
Nueva Ecija University of Science and Technology,General Tinio,College of Industrial Technology,Bachelor of Industrial Technology,Automotive Technology,RCI,R,C,I
Nueva Ecija University of Science and Technology,General Tinio,College of Industrial Technology,Bachelor of Industrial Technology,Drafting Technology,RCI,R,C,I
Nueva Ecija University of Science and Technology,General Tinio,College of Industrial Technology,Bachelor of Industrial Technology,Electrical Technology,RIC,R,I,C
Nueva Ecija University of Science and Technology,General Tinio,College of Industrial Technology,Bachelor of Industrial Technology,Electronics Technology,RIC,R,I,C
Nueva Ecija University of Science and Technology,General Tinio,College of Industrial Technology,Bachelor of Industrial Technology,Food Technology,IRS,I,R,S
Nueva Ecija University of Science and Technology,General Tinio,College of Industrial Technology,Bachelor of Industrial Technology,"Heating, Ventilating and Air-Conditioning Technology",RCI,R,C,I
Nueva Ecija University of Science and Technology,General Tinio,College of Industrial Technology,Bachelor of Industrial Technology,Mechanical Technology,RCI,R,C,I
Nueva Ecija University of Science and Technology,General Tinio,College of Industrial Technology,Bachelor of Industrial Technology,Electronics and Communication Engineering Technology,RIC,R,I,C
Nueva Ecija University of Science and Technology,General Tinio,College of Nursing,Bachelor of Science in Nursing,,SIA,S,I,A
Nueva Ecija University of Science and Technology,Sumacab,College of Architecture,Bachelor of Science in Architecture,,AIR,A,I,R
Nueva Ecija University of Science and Technology,Sumacab,College of Criminology,Bachelor of Science in Criminology,,RES,R,E,S
Nueva Ecija University of Science and Technology,Sumacab,College of Education,Bachelor of Elementary Education,Basic Education,SAE,S,A,E
Nueva Ecija University of Science and Technology,Sumacab,College of Education,Bachelor of Physical Education,,SAE,S,A,E
Nueva Ecija University of Science and Technology,Sumacab,College of Education,Bachelor of Secondary Education,Science Education,SAE,S,A,E
Nueva Ecija University of Science and Technology,Sumacab,College of Education,Bachelor of Secondary Education,Mathematics Education,ICR,I,C,R
Nueva Ecija University of Science and Technology,Sumacab,College of Education,Bachelor of Secondary Education,Physics Education,SAE,S,A,E
Nueva Ecija University of Science and Technology,Sumacab,College of Education,Bachelor of Secondary Education,English Education,SAE,S,A,E
Nueva Ecija University of Science and Technology,Sumacab,College of Education,Bachelor of Secondary Education,Filipino Education,SAE,S,A,E
Nueva Ecija University of Science and Technology,Sumacab,College of Education,Bachelor of Secondary Education,Social Studies Education,SAE,S,A,E
Nueva Ecija University of Science and Technology,Sumacab,College of Education,Bachelor of Technology and Livelihood Education,Home Economics,SAE,S,A,E
Nueva Ecija University of Science and Technology,Sumacab,College of Education,Bachelor of Science in Industrial Education,Industrial Arts,SAE,S,A,E
Nueva Ecija University of Science and Technology,Sumacab,College of Education,Bachelor of Science in Physical Education,,SAE,S,A,E
Nueva Ecija University of Science and Technology,Sumacab,College of Education,Bachelor of Special Needs Education with specialization in Early Childhood Education,,SAE,S,A,E
Nueva Ecija University of Science and Technology,Sumacab,College of Engineering,Bachelor of Science in Civil Engineering,,RIC,R,I,C
Nueva Ecija University of Science and Technology,Sumacab,College of Engineering,Bachelor of Science in Electrical Engineering,,RIC,R,I,C
Nueva Ecija University of Science and Technology,Sumacab,College of Engineering,Bachelor of Science in Mechanical Engineering,,RIC,R,I,C
Nueva Ecija University of Science and Technology,Sumacab,College of Information and Communication Technology,Bachelor of Science in Information Technology,Database Systems Technology,ICR,I,C,R
Nueva Ecija University of Science and Technology,Sumacab,College of Information and Communication Technology,Bachelor of Science in Information Technology,Network Systems Technology,ICR,I,C,R
Nueva Ecija University of Science and Technology,Sumacab,College of Information and Communication Technology,Bachelor of Science in Information Technology,Web Systems Technology,ICR,I,C,R
Nueva Ecija University of Science and Technology,Sumacab,College of Management and Business Technology,Bachelor of Science in Business Administration,Financial Management,CEI,C,E,I
Nueva Ecija University of Science and Technology,Sumacab,College of Management and Business Technology,Bachelor of Science in Business Administration,Human Resource Development Management,SEC,S,E,C
Nueva Ecija University of Science and Technology,Sumacab,College of Management and Business Technology,Bachelor of Science in Business Administration,Marketing Management,ESA,E,S,A
Nueva Ecija University of Science and Technology,Sumacab,College of Management and Business Technology,Bachelor of Science in Entrepreneurship,,ESR,E,S,R
Nueva Ecija University of Science and Technology,Sumacab,College of Management and Business Technology,Bachelor of Science in Hospitality Management,,ESR,E,S,R
Nueva Ecija University of Science and Technology,Sumacab,College of Management and Business Technology,Bachelor of Science in Hotel and Restaurant Management,,ESR,E,S,R
Nueva Ecija University of Science and Technology,Sumacab,College of Management and Business Technology,Bachelor of Science in Tourism Management,,ESR,E,S,R
Nueva Ecija University of Science and Technology,Sumacab,College of Public Administration and Disaster Management,Bachelor of Public Administration,,ECS,E,C,S
Nueva Ecija University of Science and Technology,Sumacab,College of Public Administration and Disaster Management,Bachelor of Public Administration,Disaster Management,ECS,E,C,S
Nueva Ecija University of Science and Technology,San Isidro,College of Education,Bachelor of Elementary Education,Basic Education,SAE,S,A,E
Nueva Ecija University of Science and Technology,San Isidro,College of Education,Bachelor of Physical Education,,SAE,S,A,E
Nueva Ecija University of Science and Technology,San Isidro,College of Education,Bachelor of Secondary Education,English Education,SAE,S,A,E
Nueva Ecija University of Science and Technology,San Isidro,College of Education,Bachelor of Secondary Education,General Science Education,SAE,S,A,E
Nueva Ecija University of Science and Technology,San Isidro,College of Education,Bachelor of Secondary Education,Mathematics Education,ICR,I,C,R
Nueva Ecija University of Science and Technology,San Isidro,College of Education,Bachelor of Science in Industrial Education,Industrial Arts,SAE,S,A,E
Nueva Ecija University of Science and Technology,San Isidro,College of Information and Communication Technology,Bachelor of Science in Information Technology,Database Systems Technology,ICR,I,C,R
Nueva Ecija University of Science and Technology,San Isidro,College of Information and Communication Technology,Bachelor of Science in Information Technology,Network Systems Technology,ICR,I,C,R
Nueva Ecija University of Science and Technology,San Isidro,College of Information and Communication Technology,Bachelor of Science in Information Technology,Web Systems Technology,ICR,I,C,R
Nueva Ecija University of Science and Technology,San Isidro,College of Information and Communication Technology,Bachelor of Science in Business Administration,Marketing Management,ESA,E,S,A
Nueva Ecija University of Science and Technology,San Isidro,College of Information and Communication Technology,Bachelor of Science in Entrepreneurship,,ESR,E,S,R
Nueva Ecija University of Science and Technology,Gabaldon,College of Agriculture,Bachelor of Science in Agriculture,Animal Science,RIS,R,I,S
Nueva Ecija University of Science and Technology,Gabaldon,College of Agriculture,Bachelor of Science in Agriculture,Crop Science,RIS,R,I,S
Nueva Ecija University of Science and Technology,Gabaldon,College of Agriculture,Bachelor of Science in Agriculture,Agricultural Extension,RIS,R,I,S
Nueva Ecija University of Science and Technology,Gabaldon,College of Agriculture,Bachelor of Science in Agriculture,Agro-forestry,RIS,R,I,S
Nueva Ecija University of Science and Technology,Gabaldon,College of Education,Bachelor of Elementary Education,Basic Education,SAE,S,A,E
Nueva Ecija University of Science and Technology,Gabaldon,College of Education,Bachelor of Secondary Education,English Education,SAE,S,A,E
Nueva Ecija University of Science and Technology,Gabaldon,College of Education,Bachelor of Secondary Education,General Science Education,SAE,S,A,E
Nueva Ecija University of Science and Technology,Gabaldon,College of Education,Bachelor of Secondary Education,Mathematics Education,ICR,I,C,R
Nueva Ecija University of Science and Technology,Gabaldon,College of Education,Bachelor of Secondary Education,Technology and Livelihood Education,SAE,S,A,E
Nueva Ecija University of Science and Technology,Gabaldon,College of Information and Communication Technology,Bachelor of Science in Information Technology,Database Systems Technology,ICR,I,C,R
Nueva Ecija University of Science and Technology,Gabaldon,College of Information and Communication Technology,Bachelor of Science in Information Technology,Network Systems Technology,ICR,I,C,R
Nueva Ecija University of Science and Technology,Gabaldon,College of Information and Communication Technology,Bachelor of Science in Information Technology,Web Systems Technology,ICR,I,C,R
Nueva Ecija University of Science and Technology,Gabaldon,College of Management and Business Technology,Bachelor of Science in Hospitality Management,,ESR,E,S,R
Nueva Ecija University of Science and Technology,Atate,College of Information and Communication Technology,Bachelor of Science in Information Technology,Database Systems Technology,ICR,I,C,R
Nueva Ecija University of Science and Technology,Atate,College of Information and Communication Technology,Bachelor of Science in Information Technology,Network Systems Technology,ICR,I,C,R
Nueva Ecija University of Science and Technology,Atate,College of Information and Communication Technology,Bachelor of Science in Information Technology,Web Systems Technology,ICR,I,C,R
Nueva Ecija University of Science and Technology,Atate,College of Management and Business Technology,Bachelor of Science in Business Administration,Financial Management,CEI,C,E,I
Nueva Ecija University of Science and Technology,Atate,College of Management and Business Technology,Bachelor of Science in Business Administration,Human Resource Development Management,SEC,S,E,C
Nueva Ecija University of Science and Technology,Atate,College of Management and Business Technology,Bachelor of Science in Business Administration,Marketing Management,ESA,E,S,A
Nueva Ecija University of Science and Technology,Atate,College of Management and Business Technology,Bachelor of Science in Entrepreneurship,,ESR,E,S,R
Nueva Ecija University of Science and Technology,Atate,College of Management and Business Technology,Bachelor of Science in Hospitality Management,,ESR,E,S,R
Nueva Ecija University of Science and Technology,Atate,College of Management and Business Technology,Bachelor of Science in Hotel and Restaurant Management,,ESR,E,S,R
Nueva Ecija University of Science and Technology,Fort Magsaysay,College of Management and Business Technology,Bachelor of Science in Business Administration,Marketing Management,ESA,E,S,A
Nueva Ecija University of Science and Technology,Talavera Extended Venue,College of Education,Bachelor of Elementary Education,Basic Education,SAE,S,A,E
Nueva Ecija University of Science and Technology,Talavera Extended Venue,College of Information and Communication Technology,Bachelor of Science in Information Technology,Database Systems Technology,ICR,I,C,R
Nueva Ecija University of Science and Technology,Talavera Extended Venue,College of Management and Business Technology,Bachelor of Science in Business Administration,Marketing Management,ESA,E,S,A
Nueva Ecija University of Science and Technology,General Tinio Papaya Extended Venue,College of Education,Bachelor of Elementary Education,Basic Education,SAE,S,A,E
Nueva Ecija University of Science and Technology,General Tinio Papaya Extended Venue,College of Education,Bachelor of Physical Education,,SAE,S,A,E
Nueva Ecija University of Science and Technology,General Tinio Papaya Extended Venue,College of Education,Bachelor of Secondary Education,English Education,SAE,S,A,E
Nueva Ecija University of Science and Technology,General Tinio Papaya Extended Venue,College of Education,Bachelor of Secondary Education,Filipino Education,SAE,S,A,E
Nueva Ecija University of Science and Technology,General Tinio Papaya Extended Venue,College of Education,Bachelor of Secondary Education,"Music, Arts, Physical Education and Health (old Curriculum)",SAE,S,A,E
Nueva Ecija University of Science and Technology,General Tinio Papaya Extended Venue,College of Information and Communication Technology,Bachelor of Science in Information Technology,Web Applications Programming (Old Curriculum),ICR,I,C,R
Nueva Ecija University of Science and Technology,General Tinio Papaya Extended Venue,College of Information and Communication Technology,Bachelor of Science in Information Technology,Web Systems Technology,ICR,I,C,R
Nueva Ecija University of Science and Technology,General Tinio Papaya Extended Venue,College of Management and Business Technology,Bachelor of Science in Business Administration,Marketing Management,ESA,E,S,A
Nueva Ecija University of Science and Technology,San Leonardo EXTENDED VENUE,College of Education,Bachelor of Elementary Education,Basic Education,SAE,S,A,E
Nueva Ecija University of Science and Technology,San Leonardo EXTENDED VENUE,College of Education,Bachelor of Secondary Education,English Education,SAE,S,A,E
Nueva Ecija University of Science and Technology,San Leonardo EXTENDED VENUE,College of Information and Communication Technology,Bachelor of Science in Information Technology,Web Applications Programming (Old Curriculum),ICR,I,C,R
Nueva Ecija University of Science and Technology,San Leonardo EXTENDED VENUE,College of Information and Communication Technology,Bachelor of Science in Information Technology,Web Systems Technology,ICR,I,C,R
Nueva Ecija University of Science and Technology,San Leonardo EXTENDED VENUE,College of Management and Business Technology,Bachelor of Science in Business Administration,Human Resource Development Management (Old Curriculum),SEC,S,E,C
Nueva Ecija University of Science and Technology,San Leonardo EXTENDED VENUE,College of Management and Business Technology,Bachelor of Science in Business Administration,Marketing Management,ESA,E,S,A
Nueva Ecija University of Science and Technology,San Leonardo EXTENDED VENUE,College of Management and Business Technology,Bachelor of Science in Hospitality Management,,ESR,E,S,R
Nueva Ecija University of Science and Technology,San Antonio Extended Venue,College of Education,Bachelor of Elementary Education,Basic Education,SAE,S,A,E
Nueva Ecija University of Science and Technology,San Antonio Extended Venue,College of Information and Communication Technology,Bachelor of Science in Information Technology,Web Applications Programming (Old Curriculum),ICR,I,C,R
Nueva Ecija University of Science and Technology,San Antonio Extended Venue,College of Information and Communication Technology,Bachelor of Science in Information Technology,Web Systems Technology,ICR,I,C,R
Nueva Ecija University of Science and Technology,San Antonio Extended Venue,College of Management and Business Technology,Bachelor of Science in Business Administration,Marketing Management,ESA,E,S,A
Nueva Ecija University of Science and Technology,Penaranda Extended Venue,College of Education,Bachelor of Elementary Education,Basic Education,SAE,S,A,E
Nueva Ecija University of Science and Technology,Penaranda Extended Venue,College of Education,Bachelor of Secondary Education,English Education,SAE,S,A,E
Nueva Ecija University of Science and Technology,Penaranda Extended Venue,College of Education,Bachelor of Secondary Education,"Music, Arts, Physical Education and Health",SAE,S,A,E
Nueva Ecija University of Science and Technology,Penaranda Extended Venue,College of Information and Communication Technology,Bachelor of Science in Information Technology,Web Applications Programming (Old Curriculum),ICR,I,C,R
Nueva Ecija University of Science and Technology,Penaranda Extended Venue,College of Information and Communication Technology,Bachelor of Science in Information Technology,Web Systems Technology,ICR,I,C,R
Nueva Ecija University of Science and Technology,Penaranda Extended Venue,College of Management and Business Technology,Bachelor of Science in Business Administration,Marketing Management,ESA,E,S,A
Nueva Ecija University of Science and Technology,Caranglan Extended Venue,College of Education,Bachelor of Elementary Education,Basic Education,SAE,S,A,E
Nueva Ecija University of Science and Technology,Caranglan Extended Venue,College of Information and Communication Technology,Bachelor of Science in Information Technology,Network Analysis and Design (Old Curriculum),ICR,I,C,R
Nueva Ecija University of Science and Technology,Caranglan Extended Venue,College of Information and Communication Technology,Bachelor of Science in Information Technology,Network Systems Technology,ICR,I,C,R
Nueva Ecija University of Science and Technology,Caranglan Extended Venue,College of Management and Business Technology,Bachelor of Science in Business Administration,Marketing Management,ESA,E,S,A
Nueva Ecija University of Science and Technology,Caranglan Extended Venue,College of Management and Business Technology,Bachelor of Science in Entrepreneurship,,ESR,E,S,R
PHINMA-Araullo University,Main Campus,College of Management and Accountancy ,Bachelor of Science in Accountancy,,CEI,C,E,I
PHINMA-Araullo University,Main Campus,College of Management and Accountancy ,Bachelor of Science in Hospitality Management,,ESR,E,S,R
PHINMA-Araullo University,Main Campus,College of Management and Accountancy ,Bachelor of Science in Tourism Management,,ESR,E,S,R
PHINMA-Araullo University,Main Campus,College of Management and Accountancy ,Bachelor of Science in Entrepreneurship,,ESR,E,S,R
PHINMA-Araullo University,Main Campus,College of Management and Accountancy ,Bachelor of Science in Business Administration,Marketing Management,ESA,E,S,A
PHINMA-Araullo University,Main Campus,College of Management and Accountancy ,Bachelor of Science in Business Administration,Financial Management,CEI,C,E,I
PHINMA-Araullo University,Main Campus,College of Management and Accountancy ,Bachelor of Science in Business Administration,Banking & Microfinance,ECR,E,C,R
PHINMA-Araullo University,Main Campus,College of Management and Accountancy ,Bachelor of Science in Business Administration,Human Resource Management,SEC,S,E,C
PHINMA-Araullo University,Main Campus,College of Management and Accountancy ,Bachelor of Science in Management Accounting,,CEI,C,E,I
PHINMA-Araullo University,Main Campus,College of Management and Accountancy ,Bachelor of Science in Accounting Information System,,CEI,C,E,I
PHINMA-Araullo University,Main Campus,College of Education and Liberal Arts ,Bachelor of Elementary Education,,SAE,S,A,E
PHINMA-Araullo University,Main Campus,College of Education and Liberal Arts ,Bachelor of Secondary Education,Science,SAE,S,A,E
PHINMA-Araullo University,Main Campus,College of Education and Liberal Arts ,Bachelor of Secondary Education,Mathematics,ICR,I,C,R
PHINMA-Araullo University,Main Campus,College of Education and Liberal Arts ,Bachelor of Secondary Education,Filipino,SAE,S,A,E
PHINMA-Araullo University,Main Campus,College of Education and Liberal Arts ,Bachelor of Secondary Education,English,ASE,A,S,E
PHINMA-Araullo University,Main Campus,College of Education and Liberal Arts ,Bachelor of Arts in Political Science,,ESA,E,S,A
PHINMA-Araullo University,Main Campus,College of Criminal Justice Education ,Bachelor of Science in Criminology,,RES,R,E,S
PHINMA-Araullo University,Main Campus,College of Engineering,Bachelor of Science in Civil Engineering,,RIC,R,I,C
PHINMA-Araullo University,Main Campus,College of Engineering,Bachelor of Science in Electrical Engineering,,RIC,R,I,C
PHINMA-Araullo University,Main Campus,College of Allied Health Sciences ,Bachelor of Science in Nursing,,SIA,S,I,A
PHINMA-Araullo University,Main Campus,College of Allied Health Sciences ,Bachelor of Science in Pharmacy,,IRE,I,R,E
